country|date|pid|rank|week
JPN|10/18/2018|89785|1|19105
CHN|10/18/2018|57945|2|19105
DEN|10/18/2018|25831|3|19105
TPE|10/18/2018|34810|4|19105
MAS|10/18/2018|50152|5|19105
IND|10/18/2018|93627|6|19105
CHN|10/18/2018|75787|7|19105
KOR|10/18/2018|54346|8|19105
INA|10/18/2018|95661|9|19105
JPN|10/18/2018|85394|10|19105
INA|10/18/2018|14587|11|19105
HKG|10/18/2018|45171|12|19105
INA|10/18/2018|73442|13|19105
CHN|10/18/2018|50906|14|19105
IND|10/18/2018|83950|15|19105
THA|10/18/2018|29449|16|19105
DEN|10/18/2018|91554|17|19105
THA|10/18/2018|92508|18|19105
JPN|10/18/2018|57823|19|19105
DEN|10/18/2018|62855|20|19105
THA|10/18/2018|46874|21|19105
HKG|10/18/2018|55280|22|19105
IND|10/18/2018|77003|23|19105
FRA|10/18/2018|52968|24|19105
KOR|10/18/2018|11704|25|19105
IND|10/18/2018|42776|26|19105
DEN|10/18/2018|53753|27|19105
TPE|10/18/2018|87375|28|19105
KOR|10/18/2018|64933|29|19105
MAS|10/18/2018|52864|30|19105
DEN|10/18/2018|54431|31|19105
JPN|10/18/2018|91280|32|19105
NED|10/18/2018|76973|33|19105
CHN|10/18/2018|71261|34|19105
INA|10/18/2018|74154|35|19105
ENG|10/18/2018|51613|36|19105
TPE|10/18/2018|67100|37|19105
BRA|10/18/2018|96429|38|19105
JPN|10/18/2018|64179|39|19105
MAS|10/18/2018|52030|40|19105
KOR|10/18/2018|65580|41|19105
CHN|10/18/2018|78828|42|19105
MAS|10/18/2018|81561|43|19105
FRA|10/18/2018|89416|44|19105
ENG|10/18/2018|88523|45|19105
KOR|10/18/2018|68718|46|19105
ISR|10/18/2018|52953|47|19105
THA|10/18/2018|54513|48|19105
CHN|10/18/2018|77427|49|19105
IND|10/18/2018|25925|50|19105
ESP|10/18/2018|14251|51|19105
THA|10/18/2018|58963|52|19105
HKG|10/18/2018|94780|53|19105
HKG|10/18/2018|14869|54|19105
VIE|10/18/2018|14107|55|19105
IND|10/18/2018|55351|56|19105
IND|10/18/2018|53944|57|19105
DEN|10/18/2018|59420|58|19105
INA|10/18/2018|61797|59|19105
RUS|10/18/2018|51682|60|19105
CHN|10/18/2018|95930|61|19105
TPE|10/18/2018|91665|62|19105
FRA|10/18/2018|61628|63|19105
IND|10/18/2018|60967|64|19105
FRA|10/18/2018|38500|65|19105
INA|10/18/2018|81887|66|19105
INA|10/18/2018|85956|67|19105
JPN|10/18/2018|61799|68|19105
DEN|10/18/2018|83122|69|19105
CAN|10/18/2018|93791|70|19105
INA|10/18/2018|50427|71|19105
DEN|10/18/2018|96545|72|19105
THA|10/18/2018|80800|73|19105
MAS|10/18/2018|92796|74|19105
FIN|10/18/2018|92655|75|19105
MAS|10/18/2018|31871|76|19105
MAS|10/18/2018|84838|77|19105
FRA|10/18/2018|89506|78|19105
VIE|10/18/2018|87628|79|19105
MAS|10/18/2018|87117|80|19105
RUS|10/18/2018|93878|81|19105
IND|10/18/2018|32722|82|19105
EST|10/18/2018|51531|83|19105
ENG|10/18/2018|90842|84|19105
GER|10/18/2018|55505|85|19105
ESP|10/18/2018|71221|86|19105
GUA|10/18/2018|54897|87|19105
IND|10/18/2018|68870|88|19105
TPE|10/18/2018|91254|89|19105
MRI|10/18/2018|64839|90|19105
BEL|10/18/2018|25625|91|19105
CZE|10/18/2018|95385|92|19105
SRI|10/18/2018|14004|93|19105
JPN|10/18/2018|97174|94|19105
UKR|10/18/2018|20301|95|19105
IND|10/18/2018|62720|96|19105
SWE|10/18/2018|76972|97|19105
IRL|10/18/2018|85095|98|19105
CZE|10/18/2018|91381|99|19105
TUR|10/18/2018|66694|100|19105
CHN|10/18/2018|91093|101|19105
JPN|10/18/2018|76185|102|19105
FIN|10/18/2018|54484|103|19105
GER|10/18/2018|20808|104|19105
HUN|10/18/2018|56755|105|19105
NZL|10/18/2018|58628|106|19105
AUT|10/18/2018|56274|107|19105
FIN|10/18/2018|62470|108|19105
ITA|10/18/2018|15286|109|19105
IND|10/18/2018|83243|110|19105
MEX|10/18/2018|97943|111|19105
CUB|10/18/2018|52364|112|19105
CAN|10/18/2018|77143|113|19105
SWE|10/18/2018|83985|114|19105
GER|10/18/2018|60652|115|19105
POL|10/18/2018|48962|116|19105
JPN|10/18/2018|47181|117|19105
HKG|10/18/2018|53054|118|19105
TPE|10/18/2018|85790|119|19105
FIN|10/18/2018|88856|120|19105
IND|10/18/2018|99595|121|19105
THA|10/18/2018|77315|122|19105
IND|10/18/2018|64794|123|19105
GER|10/18/2018|77085|124|19105
JPN|10/18/2018|62063|125|19105
IND|10/18/2018|95489|126|19105
INA|10/18/2018|71408|127|19105
JOR|10/18/2018|95425|128|19105
DEN|10/18/2018|81860|129|19105
CRO|10/18/2018|52250|130|19105
TUR|10/18/2018|63081|131|19105
DEN|10/18/2018|72555|132|19105
IND|10/18/2018|81643|133|19105
TPE|10/18/2018|59322|134|19105
AZE|10/18/2018|78890|135|19105
TPE|10/18/2018|52983|136|19105
CZE|10/18/2018|61423|137|19105
INA|10/18/2018|68647|138|19105
SGP|10/18/2018|97703|139|19105
POR|10/18/2018|64631|140|19105
BRA|10/18/2018|77631|141|19105
DEN|10/18/2018|83938|142|19105
BUL|10/18/2018|98589|143|19105
MEX|10/18/2018|96461|144|19105
JPN|10/18/2018|80062|145|19105
POR|10/18/2018|83597|146|19105
VIE|10/18/2018|69345|147|19105
CUB|10/18/2018|50573|148|19105
NED|10/18/2018|48202|149|19105
IND|10/18/2018|58670|150|19105
IND|10/18/2018|75005|151|19105
INA|10/18/2018|67795|152|19105
IND|10/18/2018|78209|153|19105
LUX|10/18/2018|92689|154|19105
MAS|10/18/2018|73534|155|19105
INA|10/18/2018|58640|156|19105
SGP|10/18/2018|76115|157|19105
IRL|10/18/2018|59068|158|19105
SLO|10/18/2018|57543|159|19105
THA|10/18/2018|66321|160|19105
INA|10/18/2018|71211|161|19105
MAS|10/18/2018|79695|162|19105
MEX|10/18/2018|93101|163|19105
POL|10/18/2018|53381|164|19105
IND|10/18/2018|68139|165|19105
UKR|10/18/2018|54439|166|19105
MAS|10/18/2018|76106|167|19105
CHN|10/18/2018|57762|168|19105
ENG|10/18/2018|80147|169|19105
MRI|10/18/2018|66071|170|19105
UKR|10/18/2018|82280|171|19105
MAS|10/18/2018|69159|172|19105
IND|10/18/2018|57334|173|19105
MAS|10/18/2018|93857|174|19105
PER|10/18/2018|72923|175|19105
CAN|10/18/2018|61819|176|19105
CAN|10/18/2018|63122|177|19105
BUL|10/18/2018|70442|178|19105
SRI|10/18/2018|52229|179|19105
TPE|10/18/2018|39748|180|19105
NGR|10/18/2018|79662|181|19105
ITA|10/18/2018|87691|182|19105
SUI|10/18/2018|98222|183|19105
SVK|10/18/2018|68819|184|19105
FRA|10/18/2018|59543|185|19105
IND|10/18/2018|85472|186|19105
AUS|10/18/2018|68589|187|19105
DEN|10/18/2018|94838|188|19105
MDA|10/18/2018|57562|189|19105
IND|10/18/2018|57594|190|19105
